-3.14159,0.0,0
-3.13285,1.746,0
-3.12412,1.745,0
-3.11538,1.742,0
-3.10664,0.0,0
-3.0979,1.741,0
-3.08916,1.74,0
-3.08042,0.0,0
-3.07168,1.737,0
-3.06294,1.735,0
-3.0542,1.734,0
-3.04547,0.0,0
-3.03673,1.735,0
-3.02799,1.734,0
-3.01925,1.733,0
-3.01051,0.0,0
-3.00177,1.733,0
-2.99303,1.732,0
-2.98429,0.0,0
-2.97556,1.731,0
-2.96682,1.738,0
-2.95808,1.738,0
-2.94934,0.0,0
-2.9406,1.735,0
-2.93186,1.736,0
-2.92312,1.739,0
-2.91438,0.0,0
-2.90565,1.739,0
-2.89691,1.741,0
-2.88817,0.0,0
-2.87943,1.745,0
-2.87069,1.745,0
-2.86195,1.751,0
-2.85321,0.0,0
-2.84447,1.753,0
-2.83574,1.758,0
-2.827,0.0,0
-2.81826,1.76,0
-2.80952,1.762,0
-2.80078,1.766,0
-2.79204,0.0,0
-2.7833,1.771,0
-2.77456,1.777,0
-2.76583,1.781,0
-2.75709,0.0,0
-2.74835,1.787,0
-2.73961,1.792,0
-2.73087,0.0,0
-2.72213,1.798,0
-2.71339,1.804,0
-2.70465,1.811,0
-2.69591,0.0,0
-2.68718,1.819,0
-2.67844,1.825,0
-2.6697,1.832,0
-2.66096,0.0,0
-2.65222,1.842,0
-2.64348,1.849,0
-2.63474,0.0,0
-2.626,1.857,0
-2.61727,1.869,0
-2.60853,1.88,0
-2.59979,0.0,0
-2.59105,1.89,0
-2.58231,1.902,0
-2.57357,0.0,0
-2.56483,1.909,0
-2.55609,1.913,0
-2.54736,1.919,0
-2.53862,0.0,0
-2.52988,1.927,0
-2.52114,1.937,0
-2.5124,1.954,0
-2.50366,0.0,0
-2.49492,1.967,0
-2.48618,1.979,0
-2.47745,0.0,0
-2.46871,1.999,0
-2.45997,2.01,0
-2.45123,2.023,0
-2.44249,0.0,0
-2.43375,2.048,0
-2.42501,2.06,0
-2.41627,2.076,0
-2.40753,0.0,0
-2.3988,2.098,0
-2.39006,2.114,0
-2.38132,0.0,0
-2.37258,2.133,0
-2.36384,2.149,0
-2.3551,2.172,0
-2.34636,0.0,0
